CODIGO_REGIONAL;NOMBRE_REGIONAL;CODIGO_CENTRO;NOMBRE_CENTRO;IDENTIFICADOR_FICHA;IDENTIFICADOR_UNICO_FICHA;ESTADO_CURSO;CODIGO_NIVEL_FORMACION;NIVEL_FORMACION;CODIGO_JORNADA;NOMBRE_JORNADA;TIPO_DE_FORMACION;FECHA_INICIO_FICHA;FECHA_TERMINACION_FICHA;ETAPA_FICHA;MODALIDAD_FORMACION;NOMBRE_RESPONSABLE;NUMERO_IDENTIFICACION_EMPRESA;TIPO_IDENTIFICACION_EMPRESA;NOMBRE_EMPRESA;CODIGO_SECTOR_PROGRAMA;NOMBRE_SECTOR_PROGRAMA;CODIGO_OCUPACION;NOMBRE_OCUPACION;CODIGO_PROGRAMA;VERSION_PROGRAMA;NOMBRE_PROGRAMA_FORMACION;CODIGO_PAIS_CURSO;NOMBRE_PAIS_CURSO;CODIGO_DEPARTAMENTO_CURSO;NOMBRE_DEPARTAMENTO_CURSO;CODIGO_MUNICIPIO_CURSO;NOMBRE_MUNICIPIO_CURSO;CODIGO_CONVENIO;NOMBRE_CONVENIO;AMPLIACION_COBERTURA;CODIGO_PROGRAMA_ESPECIAL;NOMBRE_PROGRAMA_ESPECIAL;NUMERO_CURSOS;TOTAL_APRENDICES_MASCULINOS;TOTAL_APRENDICES_FEMENINOS;TOTAL_APRENDICES;HORAS_PLANTA;HORAS_CONTRATISTAS;HORAS_CONTRATISTAS_EXTERNOS;HORAS_MONITORES;HORAS_INST_EMPRESA;TOTAL_HORAS;TOTAL_APRENDICES_ACTIVOS;DURACION_PROGRAMA;NOMBRE_NUEVO_SECTOR;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;635811;1635811;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;06/11/2013;07/11/2013;LECTIVA;PRESENCIAL;CARMEN EMILSE MARTINEZ VELASQUEZ;8999994650;NIT;ALCALDIA MUNICIPAL DE CAJICA;5;TRANSVERSAL;2262;INSPECTORES DE SANIDAD, SEGURIDAD Y SALUD OCUPACIONAL;22620440;1;REENTRENAMIENTO NIVEL AVANZADO TRABAJO SEGURO EN ALTURAS;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;0;;1;21;0;21;0:00;20:00;0:00;0:00;0:00;20:00;21;20;SALUD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;327815;1327815;Terminada por fecha;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;09/04/2012;08/04/2013;PRACTICA;PRESENCIAL;JEINY ROMERO;;;;2;INDUSTRIA;2262;INSPECTORES DE SANIDAD, SEGURIDAD Y SALUD OCUPACIONAL;226234;1;MANEJO AMBIENTAL;57;COLOMBIA;25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATÉ;0;;;0;;1;10;25;35;6:17;0:00;0:00;0:00;0:00;6:17;35;1945;SALUD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;606487;1606487;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;20/09/2013;22/11/2013;LECTIVA;PRESENCIAL;HERNANDO EUGENIO RODRIGUEZ QUINTERO;8000951742;NIT;ALCALDIA MUNICIPAL DE TENJO;4;SERVICIOS;2281;TÉCNICOS DE SISTEMAS;22810412;1;MANEJO BASICO DE HERAMIENTAS INFORMATICAS;57;COLOMBIA;25;CUNDINAMARCA;799;TENJO;0;;;0;;1;4;26;30;0:00;40:00;0:00;0:00;0:00;40:00;30;40;TRANSVERSAL;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;659319;1659319;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;08/12/2013;12/12/2013;LECTIVA;PRESENCIAL;EUCARIS PALERMO YARURO PRADO;8999991728;NIT;ALCALDIA CHIA;6;PENDIENTE POR DEFINIR;6373;ESTILISTAS, ESTETICISTAS Y AFINES;63730587;1;PEINADOS Y CEPILLADOS;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;2;29;31;0:00;40:00;0:00;0:00;0:00;40:00;29;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;561294;1561294;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;12/07/2013;26/07/2013;LECTIVA;PRESENCIAL;MAYRA ALEJANDRA ALBARRACIN;900370489;NIT;FUNDACION VUELVE A SOÑAR;4;SERVICIOS;6621;AYUDANTES DE COCINA Y CAFETERÍA;66210409;1;PREPARACIÓN DE POSTRES;57;COLOMBIA;11;BOGOTÁ D.C.;1;BOGOTÁ;0;;;0;;1;14;2;16;0:00;30:00;0:00;0:00;0:00;30:00;16;30;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;541485;1541485;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;11/06/2013;20/06/2013;LECTIVA;PRESENCIAL;TANIA CAMACHO CARANTON;8999993573;NIT;ALCALDIA CHOCONTA;4;SERVICIOS;6372;AUXILIARES DEL CUIDADO DE NIÑOS;63720033;1;DISEÑO DE AMBIENTES DE APRENDIZAJES PARTICIPATIVOS Y CREATIVOS PARA LA PRIMERA INFANCIA;57;COLOMBIA;25;CUNDINAMARCA;183;CHOCONTÁ;0;;;0;;1;0;26;26;0:00;40:00;0:00;0:00;0:00;40:00;21;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;634702;1634702;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;01/11/2013;30/11/2013;LECTIVA;PRESENCIAL;ALBA INES BECERRA;800195275;NIT;CENTRO DE CAPACITACION BOLIVAR LIMITADA;4;SERVICIOS;2262;INSPECTORES DE SANIDAD, SEGURIDAD Y SALUD OCUPACIONAL;22620177;1;BÁSICO DE SALUD OCUPACIONAL Y PREVENCION DE FACTORES DE RIESGO;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;3302;CENTRO DE CAPACITACIÓN BOLÍVAR LTDA.- CENCABO;S;0;;1;5;25;30;0:00;0:00;140:00;0:00;0:00;140:00;30;140;SALUD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;347258;1347258;Terminada;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;25/03/2012;13/12/2013;PRACTICA;PRESENCIAL;COORDINACIÓN ACADÉMICA;9600073361;NIT;CEIS COLSUBSIDIO;6;PENDIENTE POR DEFINIR;6311;VENDEDORES -VENTAS NO TÉCNICAS;631110;100;VENTA DE PRODUCTOS Y SERVICIOS;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;11;18;29;0:00;187:30;0:00;0:00;0:00;187:30;22;1820;COMERCIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;538702;1538702;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;07/06/2013;28/06/2013;LECTIVA;PRESENCIAL;SANDRA PATRICIA MOSQUERA GALAN;8999993842;NIT;ALCALDIA DE SIMIJACA;4;SERVICIOS;5244;ARTESANOS;52442020;1;TEJIDOS Y TRENZADOS;57;COLOMBIA;25;CUNDINAMARCA;745;SIMIJACA;0;;;0;;1;1;39;40;0:00;40:00;0:00;0:00;0:00;40:00;32;40;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;635631;1635631;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;01/11/2013;07/11/2013;LECTIVA;PRESENCIAL;DIANA LETICIA TRUJILLO ESPEJO;8999991140;NIT;GOBERNACION DE CUNDINAMARCA;6;PENDIENTE POR DEFINIR;8366;PINTORES Y EMPAPELADORES;83660048;1;ESTUCO Y PINTURA;57;COLOMBIA;25;CUNDINAMARCA;779;SUSA;0;;;0;;1;32;7;39;0:00;50:00;0:00;0:00;0:00;50:00;22;50;CONSTRUCCION;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;397591;1397591;En ejecucion;6;TECNÓLOGO;4;MIXTA;NO A LA MEDIDA;24/09/2012;27/09/2014;LECTIVA;PRESENCIAL;JEINY ROMERO RODRIGUEZ;;;;2;INDUSTRIA;2251;DISEÑADORES INDUSTRIALES;225117;1;DISEÑO DE PRODUCTOS INDUSTRIALES;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;21;9;30;0:00;1152:00;0:00;0:00;0:00;1152:00;19;3175;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;345434;1345434;Terminada;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;26/03/2012;13/12/2013;PRACTICA;PRESENCIAL;FABIAN ARDILA;8320044214;NIT;INSTITUCION EDUCATIVA DEPARTAMENTAL SAN JOSE MARIA ESCRIVA DE BALAGUER;6;PENDIENTE POR DEFINIR;8322;ELECTRICISTAS RESIDENCIALES;832223;1;INSTALACIONES ELÉCTRICAS EN BAJA TENSIÓN;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;20;13;33;0:00;252:00;0:00;0:00;0:00;252:00;15;2504;ELECTRICIDAD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;617344;1617344;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;11/10/2013;14/12/2013;LECTIVA;PRESENCIAL;SANDRA PATRICIA MOSQUERA GALAN;899999401;NIT;ALCALDIA MUNICIPAL DE MACHETA;3;COMERCIO;8422;SASTRES, MODISTOS, PLATEROS Y SOMBREREROS;84220299;1;EMPRENDEDOR EN CORTE Y CONFECCION DE ROPA INTERIOR;57;COLOMBIA;25;CUNDINAMARCA;426;MACHETÁ;0;;;1009;JOVENES RURALES SIN ALIANZAS;1;0;16;16;0:00;160:00;0:00;0:00;0:00;160:00;8;360;TEXTILES;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;299755;1299755;En ejecucion;6;TECNÓLOGO;4;MIXTA;NO A LA MEDIDA;16/01/2012;17/01/2014;PRACTICA;PRESENCIAL;JEINY ROMERO RODRIGUEZ;;;;6;PENDIENTE POR DEFINIR;5252;ENTRENADORES Y PREPARADORES FÍSICOS;525203;100;ENTRENAMIENTO DEPORTIVO;57;COLOMBIA;25;CUNDINAMARCA;200;COGUA;0;;;0;;1;23;7;30;2:54;652:11;0:00;0:00;0:00;655:05;28;3360;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;544146;1544146;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;14/06/2013;26/07/2013;LECTIVA;PRESENCIAL;LILIANA MURILLO;8999992812;NIT;ALCALDIA UBATE;3;COMERCIO;6352;PANADEROS Y PASTELEROS;63520288;1;PANADERIA BÁSICA I;57;COLOMBIA;25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATÉ;0;;;0;;1;3;12;15;0:00;35:00;0:00;0:00;0:00;35:00;9;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;362503;1362503;Terminada por fecha;6;TECNÓLOGO;4;MIXTA;NO A LA MEDIDA;07/05/2012;07/11/2013;PRACTICA;PRESENCIAL;JEINY ROMERO RODRIGUEZ;8320025009;NIT;INSTITUCION EDUCATIVA DEPARTA.POMPILIO MARTINEZ;6;PENDIENTE POR DEFINIR;9212;SUPERVISORES, PROCESAMIENTO DE QUÍMICOS, PETRÓLEO, GAS Y TRATAMIENTO DE AGUA Y GENERACIÓN DE ENERGÍA;921206;100;CONTROL AMBIENTAL;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;0;;1;5;18;23;188:54;264:00;0:00;0:00;0:00;452:54;20;3740;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;322018;1322018;Terminada por fecha;2;TÉCNICO;1;DIURNA;A LA MEDIDA;01/02/2012;01/02/2013;PRACTICA;PRESENCIAL;CARLOS VICENTE PEREZ;8909001619;NIT;PRODUCTOS FAMILIA SANCELA;6;PENDIENTE POR DEFINIR;8371;MECÁNICOS INDUSTRIALES;837135;1;OPERACIÓN INTEGRAL DE PROCESOS INDUSTRIALES;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;0;;1;40;0;40;0:58;0:00;0:00;0:00;0:00;0:58;40;990;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;472467;1472467;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;26/02/2013;28/05/2013;LECTIVA;PRESENCIAL;GRACIELA TORRES TORRES;800032071;NIT;EMBOTELLADORA CAPRI LTDA;1;PRIMARIO Y EXTRACTIVO;9615;OBREROS Y AYUDANTES EN LA ELABORACIÓN DE ALIMENTOS Y BEBIDAS;96151452;1;APLICACION DE BUENAS PRACTICAS DE MANUFACTURA EN LA INDUSTRIA DE ALIMENTOS;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;19;11;30;0:00;40:00;0:00;0:00;0:00;40:00;24;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;578282;1578282;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;12/08/2013;10/12/2013;LECTIVA;PRESENCIAL;ANGELA ROSIO URREGO;8999993186;NIT;ALCALDIA ZIPAQUIRA;1;PRIMARIO Y EXTRACTIVO;7331;TRABAJADORES AGRÍCOLAS;73311527;1;EMPRENDEDOR EN PRODUCCION ECOLOGICA DE HORTALIZAS;57;COLOMBIA;25;CUNDINAMARCA;899;ZIPAQUIRÁ;0;;;1009;JOVENES RURALES SIN ALIANZAS;1;6;16;22;0:00;256:00;0:00;0:00;0:00;256:00;15;280;AGROPECUARIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;505653;1505653;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;16/04/2013;02/07/2013;LECTIVA;PRESENCIAL;OSWALDO BELEÑO;899999034;NIT;SERVICIO NACIONAL DE APRENDIZAJE - SENA;4;SERVICIOS;0213;GERENTES DE SISTEMAS DE INFORMACIÓN Y PROCESAMIENTO DE DATOS;02130016;1;CCNA EXPLORATION - ASPECTOS BÁSICOS DE NETWORKING;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;18;5;23;72:00;0:00;0:00;0:00;0:00;72:00;23;72;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;489397;1489397;En ejecucion;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;15/03/2013;12/12/2014;LECTIVA;PRESENCIAL;CARLOS MUNEVAR;8999993828;NIT;IED AGUSTIN PARRA;6;PENDIENTE POR DEFINIR;1221;ASISTENTES ADMINISTRATIVOS;122121;2;ASISTENCIA ADMINISTRATIVA;57;COLOMBIA;25;CUNDINAMARCA;745;SIMIJACA;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;16;22;38;0:00;131:27;0:00;0:00;0:00;131:27;36;1940;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;430051;1430051;En ejecucion;6;TECNÓLOGO;4;MIXTA;NO A LA MEDIDA;21/01/2013;23/01/2015;LECTIVA;PRESENCIAL;JEINY ROMERO RODRIGUEZ;;;;4;SERVICIOS;2172;ADMINISTRADORES DE SISTEMAS INFORMÁTICOS;217211;1;GESTIÓN DE REDES DE DATOS;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;20;5;25;270:00;998:51;0:00;0:00;0:00;1268:51;17;3840;TRANSVERSAL;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;619798;1619798;En ejecucion;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;17/10/2013;17/10/2014;LECTIVA;PRESENCIAL;GERMAN ROBAYO CRUZ;8999994682;NIT;ALCALDIA MUNICIPAL DE SOPO;2;INDUSTRIA;2262;INSPECTORES DE SANIDAD, SEGURIDAD Y SALUD OCUPACIONAL;226205;3;SEGURIDAD OCUPACIONAL;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;0;;1;6;33;39;0:00;240:00;0:00;0:00;0:00;240:00;37;1940;SALUD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;345906;1345906;Terminada;2;TÉCNICO;1;DIURNA;NO A LA MEDIDA;19/03/2012;09/12/2013;PRACTICA;PRESENCIAL;RUTH ANGARITA;900039192;NIT;IED LAS MARGARITAS COGUA;6;PENDIENTE POR DEFINIR;7334;TRABAJADORES DEL CAMPO;733410;100;PRODUCCIÓN AGROPECUARIA;57;COLOMBIA;25;CUNDINAMARCA;200;COGUA;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;10;6;16;159:54;192:00;0:00;0:00;0:00;351:54;15;1940;AGROPECUARIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;657878;1657878;En ejecucion;1;AUXILIAR;4;MIXTA;NO A LA MEDIDA;04/12/2013;30/06/2014;LECTIVA;PRESENCIAL;GERMAN ROBAYO CRUZ;900319944;NIT;COMPAÑIA MINERA COLOMBO AMERICANA DE CARBON;1;PRIMARIO Y EXTRACTIVO;7313;MINEROS -PRODUCCIÓN BAJO TIERRA;731319;1;OPERACIONES DE MINERIA SUBTERRANEA;57;COLOMBIA;25;CUNDINAMARCA;317;GUACHETA;0;;;0;;1;32;0;32;0:00;18:00;0:00;0:00;0:00;18:00;32;880;MINERIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;513873;1513873;En ejecucion;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;26/04/2013;12/12/2014;LECTIVA;PRESENCIAL;JEINY ROMERO;832009869;NIT;IED EL CARMEN;3;COMERCIO;1371;AUXILIARES DE ALMACÉN Y BODEGA;137126;1;LOGÍSTICA EMPRESARIAL;57;COLOMBIA;25;CUNDINAMARCA;407;LENGUAZAQUE;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;18;15;33;0:00;59:00;0:00;0:00;0:00;59:00;33;1610;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;641142;1641142;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;09/11/2013;18/11/2013;LECTIVA;PRESENCIAL;MARIA DEL PILAR CASTRO AGUIAR;830136908;NIT;CELFRE LTDA;4;SERVICIOS;1221;ASISTENTES ADMINISTRATIVOS;12210211;2;BÁSICO SALUD OCUPACIONAL;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;2;19;21;0:00;40:00;0:00;0:00;0:00;40:00;21;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;583546;1583546;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;19/08/2013;12/12/2013;LECTIVA;PRESENCIAL;JUDITH CASTIBLANCO BELTRAN;8999993842;NIT;ALCALDIA DE SIMIJACA;1;PRIMARIO Y EXTRACTIVO;7332;TRABAJADORES PECUARIOS;73321948;1;EMPRENDEDOR EN LA PRODUCCION Y LA COMERCIALIZACION DE MIEL DE ABEJAS, POLEN Y SUBPRODUCTOS.;57;COLOMBIA;25;CUNDINAMARCA;745;SIMIJACA;0;;;1011;JOVENES RURALES CON ALIANZAS;1;21;6;27;0:00;344:00;0:00;0:00;0:00;344:00;27;360;AGROPECUARIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;598310;1598310;En ejecucion;6;TECNÓLOGO;4;MIXTA;NO A LA MEDIDA;22/10/2013;22/10/2015;LECTIVA;COMBINADA;GERMAN ROBAYO CRUZ;;;;5;TRANSVERSAL;6212;ADMINISTRADORES Y SUPERVISORES DE COMERCIO AL POR MENOR;621201;102;GESTIÓN EMPRESARIAL;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;2115;100 MIL OPORTUNIDADES PARA LOS JÓVENES;1;8;14;22;0:00;132:00;0:00;0:00;0:00;132:00;22;3610;COMERCIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;509439;1509439;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;22/04/2013;20/05/2013;LECTIVA;PRESENCIAL;MAYRA ALEJANDRA ALBARRACIN;8999991728;NIT;ALCALDIA CHIA;6;PENDIENTE POR DEFINIR;6355;COCINEROS;63550096;1;PREPARACIÓN DE POSTRES NACIONALES;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;0;14;14;0:00;20:00;0:00;0:00;0:00;20:00;14;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;572133;1572133;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;01/08/2013;27/08/2013;LECTIVA;PRESENCIAL;HAROLD JURADO DUQUE;899999034;NIT;SERVICIO NACIONAL DE APRENDIZAJE - SENA;6;PENDIENTE POR DEFINIR;9351;OPERADORES DE MÁQUINAS PARA COSER;93510025;1;MANEJO DE MÁQUINA SOBREHILADORA (FILETEADORA);57;COLOMBIA;25;CUNDINAMARCA;772;SUESCA;0;;;0;;1;0;17;17;0:00;60:00;0:00;0:00;0:00;60:00;17;60;TEXTILES;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;613314;1613314;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;03/10/2013;28/10/2013;LECTIVA;PRESENCIAL;IVAN RICARDO CELEITA;8999994668;NIT;ALCALDIA MUNICIPAL DE COGUA;1;PRIMARIO Y EXTRACTIVO;7332;TRABAJADORES PECUARIOS;73320247;1;CULTIVO MANUAL DE PASTOS, LABORES CULTURALES, COSECHA DE FORRAJES;57;COLOMBIA;25;CUNDINAMARCA;200;COGUA;0;;;0;;1;14;9;23;0:00;100:00;0:00;0:00;0:00;100:00;10;100;AGROPECUARIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;487500;1487500;En ejecucion;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;18/03/2013;12/12/2014;LECTIVA;PRESENCIAL;CAROL MABEL VARGAS;8320034510;NIT;INSTITUCION EDUCATIVA JUAN JOSE NEIRA;1;PRIMARIO Y EXTRACTIVO;9361;OPERADORES DE CONTROL DE PROCESOS Y MÁQUINAS PARA LA ELABORACIÓN DE ALIMENTOS Y BEBIDAS;936181;1;PROCESAMIENTO DE LACTEOS;57;COLOMBIA;25;CUNDINAMARCA;183;CHOCONTÁ;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;18;18;36;0:00;148:00;0:00;0:00;0:00;148:00;34;1940;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;577733;1577733;En ejecucion;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;23/09/2013;23/09/2014;LECTIVA;PRESENCIAL;GERMAN ROBAYO;;;;6;PENDIENTE POR DEFINIR;8343;MONTADORES DE ESTRUCTURAS METÁLICAS;834301;100;FABRICACIÓN DE ESTRUCTURAS METÁLICAS SOLDADAS;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;0;;1;18;1;19;0:59;210:00;0:00;0:00;0:00;210:59;19;2820;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;507490;1507490;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;19/04/2013;21/06/2013;LECTIVA;PRESENCIAL;CLAUDIA VILAC;8000951742;NIT;ALCALDIA MUNICIPAL DE TENJO;4;SERVICIOS;5244;ARTESANOS;52442158;1;ELABORACION DE TELAS EN TELAR HORIZONTAL;57;COLOMBIA;25;CUNDINAMARCA;799;TENJO;0;;;0;;1;1;23;24;0:00;81:00;0:00;0:00;0:00;81:00;13;80;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;346625;1346625;Terminada;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;23/03/2012;19/12/2013;PRACTICA;PRESENCIAL;ANGELA CABREJO;8320025618;NIT;INSTITUCION DE EDUCACION GUILLERMO QUEVEDO ZORNOZA;6;PENDIENTE POR DEFINIR;2222;TÉCNICOS FORESTALES Y DE RECURSOS NATURALES;222202;100;PRESERVACIÓN DE RECURSOS NATURALES;57;COLOMBIA;25;CUNDINAMARCA;899;ZIPAQUIRÁ;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;19;24;43;0:00;232:00;0:00;0:00;0:00;232:00;35;1834;AGROPECUARIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;519543;1519543;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;08/05/2013;05/06/2013;LECTIVA;PRESENCIAL;ANDREA RODRIGUEZ CRUZ;899999415;NIT;MUNICIPIO DE SESQUILE;4;SERVICIOS;4222;ASISTENTES LEGALES Y AFINES;42220002;2;COOPERATIVISMO BÁSICO;57;COLOMBIA;25;CUNDINAMARCA;736;SESQUILÉ;0;;;0;;1;13;19;32;0:00;20:00;0:00;0:00;0:00;20:00;32;20;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;405939;1405939;En ejecucion;6;TECNÓLOGO;4;MIXTA;NO A LA MEDIDA;03/09/2012;03/09/2014;LECTIVA;PRESENCIAL;GERMAN ROBAYO CRUZ;8999993828;NIT;IED AGUSTIN PARRA;5;TRANSVERSAL;6212;ADMINISTRADORES Y SUPERVISORES DE COMERCIO AL POR MENOR;621201;102;GESTIÓN EMPRESARIAL;57;COLOMBIA;25;CUNDINAMARCA;745;SIMIJACA;0;;;0;;1;4;19;23;0:00;1356:00;0:00;0:00;0:00;1356:00;20;3610;COMERCIO;
